ID,WINNER_CLUSTER,LOSER_CLUSTER,WINNER_TEAM,LOSER_TEAM,GAMEDAY,SEASON
1136551,2,2,Oral Roberts,South Dakota St.,2021-03-08,2021
1136961,4,1,Cleveland St.,Milwaukee,2021-03-08,2021
1136706,4,2,UNC Greensboro,Mercer,2021-03-08,2021
1137302,0,0,Gonzaga,BYU,2021-03-09,2021
1137123,2,1,Drexel,Elon,2021-03-09,2021
1137155,2,2,Oral Roberts,North Dakota St.,2021-03-09,2021
1137119,4,1,Cleveland St.,Oakland,2021-03-09,2021
1136552,4,4,Iona,Quinnipiac,2021-03-09,2021
1137484,0,1,North Texas,Middle Tennessee,2021-03-10,2021
1137483,2,1,Oklahoma,Iowa St.,2021-03-10,2021
1136118,2,2,Syracuse,North Carolina St.,2021-03-10,2021
1137912,4,2,North Carolina,Notre Dame,2021-03-10,2021
1137427,4,4,Georgetown,Marquette,2021-03-10,2021
1137786,4,4,Iona,Siena,2021-03-10,2021
1137486,0,0,Oklahoma St.,West Virginia,2021-03-11,2021
1137464,0,0,Texas,Texas Tech,2021-03-11,2021
1138713,0,1,Colorado,California,2021-03-11,2021
1138431,0,1,Creighton,Butler,2021-03-11,2021
1137791,0,1,UC Santa Barbara,Long Beach St.,2021-03-11,2021
1139764,0,1,Utah St.,UNLV,2021-03-11,2021
1138706,0,2,Kansas,Oklahoma,2021-03-11,2021
1138285,0,2,San Diego St.,Wyoming,2021-03-11,2021
1138690,0,2,USC,Utah,2021-03-11,2021
1138709,0,2,Wisconsin,Penn St.,2021-03-11,2021
1138358,0,3,Baylor,Kansas St.,2021-03-11,2021
1138643,0,4,Connecticut,DePaul,2021-03-11,2021
1138712,0,4,North Texas,Old Dominion,2021-03-11,2021
1138705,0,4,Ohio St.,Minnesota,2021-03-11,2021
1138286,2,1,Eastern Washington,Northern Arizona,2021-03-11,2021
1138284,2,1,Georgia Tech,Miami FL,2021-03-11,2021
1138429,2,1,Oregon,Arizona St.,2021-03-11,2021
1137438,2,2,Ohio,Kent St.,2021-03-11,2021
1138282,2,2,Virginia,Syracuse,2021-03-11,2021
1137590,2,4,Maryland,Michigan St.,2021-03-11,2021
1138704,4,2,Florida,Vanderbilt,2021-03-11,2021
1138428,4,2,Georgetown,Villanova,2021-03-11,2021
1138710,4,2,North Carolina,Virginia Tech,2021-03-11,2021
1137639,4,2,Oregon St.,UCLA,2021-03-11,2021
1136526,4,3,Norfolk St.,North Carolina Central,2021-03-11,2021
1137792,4,3,Texas Southern,Alcorn St.,2021-03-11,2021
1137641,4,4,Missouri,Georgia,2021-03-11,2021
1137640,4,4,Rutgers,Indiana,2021-03-11,2021
1139361,0,0,Colorado,USC,2021-03-12,2021
1139234,0,0,Creighton,Connecticut,2021-03-12,2021
1139302,0,0,Iowa,Wisconsin,2021-03-12,2021
1139265,0,0,North Texas,Louisiana Tech,2021-03-12,2021
1139151,0,0,Ohio St.,Purdue,2021-03-12,2021
1139085,0,0,Oklahoma St.,Baylor,2021-03-12,2021
1139014,0,2,Michigan,Maryland,2021-03-12,2021
1139157,0,2,San Diego St.,Nevada,2021-03-12,2021
1139776,0,2,Utah St.,Colorado St.,2021-03-12,2021
1139108,0,3,Houston,Tulane,2021-03-12,2021
1139156,0,3,UC Santa Barbara,UC Davis,2021-03-12,2021
1139015,0,4,Alabama,Mississippi St.,2021-03-12,2021
1139299,0,4,Arkansas,Missouri,2021-03-12,2021
1139301,0,4,Florida St.,North Carolina,2021-03-12,2021
1139109,0,4,Illinois,Rutgers,2021-03-12,2021
1139329,0,4,LSU,Mississippi,2021-03-12,2021
1139017,0,4,Tennessee,Florida,2021-03-12,2021
1139018,2,2,Ohio,Toledo,2021-03-12,2021
1139320,2,4,Eastern Washington,Montana,2021-03-12,2021
1139300,4,1,Abilene Christian,Lamar,2021-03-12,2021
1139274,4,1,Iona,Niagara,2021-03-12,2021
1139132,4,2,Oregon St.,Oregon,2021-03-12,2021
1139321,4,3,Grand Canyon,Seattle,2021-03-12,2021
1139016,4,3,Wichita St.,South Florida,2021-03-12,2021
1139153,4,4,Georgetown,Seton Hall,2021-03-12,2021
1139112,4,4,Texas Southern,Jackson St.,2021-03-12,2021
1139598,0,0,Alabama,Tennessee,2021-03-13,2021
1139683,0,0,Illinois,Iowa,2021-03-13,2021
1139657,0,0,LSU,Arkansas,2021-03-13,2021
1139624,0,0,Ohio St.,Michigan,2021-03-13,2021
1139799,0,0,San Diego St.,Utah St.,2021-03-13,2021
1139709,0,0,Texas,Oklahoma St.,2021-03-13,2021
1139682,0,4,Houston,Memphis,2021-03-13,2021
1139655,0,4,North Texas,Western Kentucky,2021-03-13,2021
1139814,0,4,UC Santa Barbara,UC Irvine,2021-03-13,2021
1139674,2,0,Georgia Tech,Florida St.,2021-03-13,2021
1139672,2,1,Eastern Washington,Montana St.,2021-03-13,2021
1139663,2,4,Ohio,Buffalo,2021-03-13,2021
1139669,4,0,Georgetown,Creighton,2021-03-13,2021
1139775,4,0,Oregon St.,Colorado,2021-03-13,2021
1139673,4,3,Iona,Fairfield,2021-03-13,2021
1139779,4,4,Grand Canyon,New Mexico St.,2021-03-13,2021
1139653,4,4,Norfolk St.,Morgan St.,2021-03-13,2021
1139698,4,4,Texas Southern,Prairie View A&M,2021-03-13,2021
1140030,0,0,Alabama,LSU,2021-03-14,2021
1140050,0,0,Illinois,Ohio St.,2021-03-14,2021
1140164,0,4,Houston,Cincinnati,2021-03-14,2021
1136099,0,4,St. Bonaventure,VCU,2021-03-14,2021
1140627,2,4,Drake,Wichita St.,2021-03-18,2021
1140758,2,4,UCLA,Michigan St.,2021-03-18,2021
1140628,4,1,Norfolk St.,Appalachian St.,2021-03-18,2021
1140609,4,4,Texas Southern,Mount St. Mary's,2021-03-18,2021
1140710,0,0,North Texas,Purdue,2021-03-19,2021
1140772,0,0,Texas Tech,Utah St.,2021-03-19,2021
1140731,0,2,Arkansas,Colgate,2021-03-19,2021
1140695,0,2,Illinois,Drexel,2021-03-19,2021
1140785,0,2,Loyola Chicago,Georgia Tech,2021-03-19,2021
1140787,0,2,Oklahoma St.,Liberty,2021-03-19,2021
1140676,0,4,Baylor,Hartford,2021-03-19,2021
1140694,0,4,Houston,Cleveland St.,2021-03-19,2021
1140727,0,4,West Virginia,Morehead St.,2021-03-19,2021
1140705,0,4,Wisconsin,North Carolina,2021-03-19,2021
1140708,2,0,Oral Roberts,Ohio St.,2021-03-19,2021
1140770,2,0,Syracuse,San Diego St.,2021-03-19,2021
1140728,2,4,Villanova,Winthrop,2021-03-19,2021
1140786,4,0,Oregon St.,Tennessee,2021-03-19,2021
1140687,4,2,Florida,Virginia Tech,2021-03-19,2021
1140726,4,4,Rutgers,Clemson,2021-03-19,2021
1140852,0,0,Creighton,UC Santa Barbara,2021-03-20,2021
1140868,0,0,LSU,St. Bonaventure,2021-03-20,2021
1140905,0,2,Kansas,Eastern Washington,2021-03-20,2021
1142607,0,2,USC,Drake,2021-03-20,2021
1140836,0,4,Alabama,Iona,2021-03-20,2021
1140850,0,4,Colorado,Georgetown,2021-03-20,2021
1140858,0,4,Florida St.,UNC Greensboro,2021-03-20,2021
1142572,0,4,Gonzaga,Norfolk St.,2021-03-20,2021
1140907,0,4,Iowa,Grand Canyon,2021-03-20,2021
1142483,0,4,Michigan,Texas Southern,2021-03-20,2021
1140851,2,0,Maryland,Connecticut,2021-03-20,2021
1142659,2,0,UCLA,BYU,2021-03-20,2021
1140908,2,2,Ohio,Virginia,2021-03-20,2021
1140909,2,4,Oklahoma,Missouri,2021-03-20,2021
1140910,4,0,Abilene Christian,Texas,2021-03-20,2021
1142877,0,0,Arkansas,Texas Tech,2021-03-21,2021
1143058,0,0,Baylor,Wisconsin,2021-03-21,2021
1142980,0,0,Loyola Chicago,Illinois,2021-03-21,2021
1143076,0,4,Houston,Rutgers,2021-03-21,2021
1143201,2,0,Syracuse,West Virginia,2021-03-21,2021
1143200,2,0,Villanova,North Texas,2021-03-21,2021
1142973,2,4,Oral Roberts,Florida,2021-03-21,2021
1143089,4,0,Oregon St.,Oklahoma St.,2021-03-21,2021
1143442,0,0,Florida St.,Colorado,2021-03-22,2021
1143481,0,0,Michigan,LSU,2021-03-22,2021
1143465,0,0,USC,Kansas,2021-03-22,2021
1143484,0,2,Alabama,Maryland,2021-03-22,2021
1143495,0,2,Creighton,Ohio,2021-03-22,2021
1143498,0,2,Gonzaga,Oklahoma,2021-03-22,2021
1143505,2,0,Oregon,Iowa,2021-03-22,2021
1143531,2,4,UCLA,Abilene Christian,2021-03-22,2021
1146594,0,2,Arkansas,Oral Roberts,2021-03-27,2021
1143927,0,2,Baylor,Villanova,2021-03-27,2021
1146595,0,2,Houston,Syracuse,2021-03-27,2021
1143991,4,0,Oregon St.,Loyola Chicago,2021-03-27,2021
1144370,0,0,Gonzaga,Creighton,2021-03-28,2021
1146646,0,0,Michigan,Florida St.,2021-03-28,2021
1146589,0,2,USC,Oregon,2021-03-28,2021
1144321,2,0,UCLA,Alabama,2021-03-28,2021
1146597,0,0,Baylor,Arkansas,2021-03-29,2021
1146596,0,4,Houston,Oregon St.,2021-03-29,2021
1146598,0,0,Gonzaga,USC,2021-03-30,2021
1146599,2,0,UCLA,Michigan,2021-03-30,2021
1146694,0,0,Baylor,Houston,2021-04-03,2021
1147221,0,2,Gonzaga,UCLA,2021-04-03,2021
1149320,0,0,Baylor,Gonzaga,2021-04-05,2021
